user,text
bywirenews,A new $1.8 trillion #economicstimulus proposal from the #Trump administration drew criticism from congressional… https://t.co/hoaKMKE12u
evemadebymen,@FriendsofEurope @DrTedros @WHO @EdwardsLifesci @McKinsey_MGI @JaanaRemes @UNITE_MPNetwork @RBaptistaLeite Think al… https://t.co/hwmqGPz6Kj
petertowns5,RT @Foolont87158237: I'm #Curious 😉 I would like to know what age you are if you can see this #POLL  1.#Under 30 2. 31-45 3. 46-65  4. 66 a…
Thuert,"RT @angryinengland: About 30 people dead as a result of violent and unsafe BLM protests, God knows hows people injured and business burnt t…"
Foolont87158237,RT @Foolont87158237: I'm #Curious 😉 I would like to know what age you are if you can see this #POLL  1.#Under 30 2. 31-45 3. 46-65  4. 66 a…
evemadebymen,"Trump ist zurück im Wahlkampf via @sz https://t.co/ocGPTkKV8k   Well done, #DonaldTrump . What happens in the world… https://t.co/3QdbUt1dLV"
_1947Hindustani,RT @TheHinduScience: The experimental antibody cocktail which U.S. President #DonaldTrump received when he tested positive for #COVID19 off…
jurnirayne,@nursendisguize @DonaldTrump This is exactly what I said. You are voting for the conservative legislation. Not for him specifically.
karineldredge,"RT @derekjames150: American friends, the whole world feels your pain. We've seen what #DonaldTrump and his Republican conspirators have don…"
NEAnalytica,"After echoing #DonaldTrump policies Boris now realises that Trump is finished.  Kier Starmer and Biden, best of fri… https://t.co/1NZwVjk8Ni"
Torrent_Duck,Facebook: Trump can’t recruit ‘army’ of poll watchers under new voter intimidation rules https://t.co/FVEyNkphJB… https://t.co/ln5zouc22q
Donald_Trump_Q,“My IQ is one of the highest — and you all know it! Please don’t feel so stupid or insecure; it’s not your fault.”… https://t.co/nwkwfvcH97
mojo86_quizibo,Now the #FakeNews #FakeNewsMedia are out there killing #Trump supporters. Don't let this stand!!! @DonaldJTrumpJr… https://t.co/vnmxnS0lSM
ash_exile,@ErikaHa11772363 #DonaldTrump Trump Christians and Evangelicals please read your Bibles before voting - the New Tes… https://t.co/JHoSGX9U3c
JMommie214,RT @TheReal_NRP: BREAKING 🚨 @realDonaldTrump is looking in the forests for the cure #coronavirus #DonaldTrump #impressions #comedy @nbcsnl…
soozibat,"Wow, BREAKING:- #JoeBiden endorses #DonaldTrump 😂 https://t.co/4YMQBVQpkY"
CoronaUpdateBot,RT @TheHinduScience: The experimental antibody cocktail which U.S. President #DonaldTrump received when he tested positive for #COVID19 off…
the_hindu,RT @TheHinduScience: The experimental antibody cocktail which U.S. President #DonaldTrump received when he tested positive for #COVID19 off…
ArindamTm,bsindia: The United States in January 2018 imposed duties on solar panel imports beginning at 30% and expected to d… https://t.co/LpJejLGQ4v
TheHinduScience,The experimental antibody cocktail which U.S. President #DonaldTrump received when he tested positive for #COVID19… https://t.co/XWtTtY0TS1
CycleMummy,"#DonaldTrump is no longer contagious. Right, so they're admitting he was contagious when he made the secret service… https://t.co/e2IvxNOnon"
nightowl648,"RT @BetteMidler: THANK GOD!  We won't have to listen to the bag of hot, incessant wind that is #DonaldTrump as he interrupts a serious cand…"
airnews_imphal,RT @airnewsalerts: US President #DonaldTrump makes his first public address after being discharged from hospital where he was treated for #…
Foolont87158237,"#DonaldTrump's #doctor, without addressing past tests, says #PresidentTrump no longer a risk for transmitting… https://t.co/ew39LZbs5V"
ElectileDysfx,Add discredited “journalist” @DanRather to the list of those who don’t understand the difference between court pack… https://t.co/c5HhCwwqYA
caveman_sj,Story of the Century. Made my day. Hail the TrumpMan #USElection2020 #DonaldTrump #Superman #COVID__19 https://t.co/92SS9ApXMH
ChrisRamsden4,RT @derekjames150: Why are people who oppose the wearing of face masks invariably #Brexit supporters and/or #DonaldTrump supporters? Surely…
muttleyarsenal9,"RT @derekjames150: American friends, the whole world feels your pain. We've seen what #DonaldTrump and his Republican conspirators have don…"
GoingPostalBlog,"Larry’s Diary, Week Sixty Two by WorthingGooner - https://t.co/3Cy1C1A84V  #Animals #Diary #Hobbies #HumanInterest… https://t.co/UgHX1TKppO"
donna_place,RT @portarican_RT: It is not that they hate. It's not that they do it publicly. It is that the #POTUS has sent the message that what they d…
142857Frog,"RT @MrsSpringsteen2: When you give a sociopath with a small brain and a huge ego enormous power, it always ends badly.  #PritiPatel  #Donal…"
pauloesco,"RT @AuthorJoeNBrown: President #BarackObama won the #NOBELPeacePrize🥇in 2009 for his ""extraordinary efforts to strengthen international dip…"
AlGates8,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
ArcaneTreasures,Gamers are less likely to have nightmares than non-gamers. #facts #funfacts #DonaldTrump #Republicans #News
ItsBillGill,"RT @Elsa050467: @gplanzo2 @becbenit He was singing about #DonaldTrump and his bullshit of a so-called presidency, etc."
TennesseeWhisk8,@JoeBiden dumbass cunt!  What do you know about hardwork ??? Stick to your Lil basement and pedophilia ! Cause as s… https://t.co/900anZ4oJ0
Rum_Raisin29,"@piersmorgan She's going to use that as an excuse when you look at what #dominiccummings got away with, despite her… https://t.co/hFrGI8Bydl"
DonaldC00448251,"Only Trump supporters are stupid enough not to take the risk of catching the ""Trump virus"" seriously, despite over… https://t.co/NBlobLia4B"
CocoLal27132261,RELEASE your TAXES you CROOK. #DonaldTrump #FoxNews #erictrumpsitsdowntopee #dobbs #SeanHannity
redland15,"RT @derekjames150: American friends, the whole world feels your pain. We've seen what #DonaldTrump and his Republican conspirators have don…"
guglielmopicchi,"RT @StatesPoll: Michigan: Trump vs Biden  Baldwin Wallace, 9/30-10/8. 1,134 LV.  My Analysis Post: https://t.co/Aa3YOXLydN #Michigan2020 #M…"
DonaldC00448251,"How many more innocent Americans have to die from the TRUMP virus, with over 200,000 dead so far thanks to actions… https://t.co/o27JQW9UB1"
DonaldC00448251,"When they evict the Trump family from the White House in January, if not sooner, they better be sure to check that… https://t.co/Uw8PpkcpHM"
portarican_RT,It is not that they hate. It's not that they do it publicly. It is that the #POTUS has sent the message that what t… https://t.co/DK52YN2jxS
SharonDouchett1,RT @RitaManzueta: @#DonaldTrump Do an EXECUTIVE ORDER don’t listen to @#Pelosi on STIMULUS she is setting you up!!! DON’T GIVE IN TO WHAT S…
JLAFORUMS,Miscellaneous Politics - Trump might be on IV https://t.co/fiH9l9nmeU via @JLAFORUMS #donaldtrumpcovid #CovidCaughtTrump #DonaldTrump
Fruich,"RT @derekjames150: American friends, the whole world feels your pain. We've seen what #DonaldTrump and his Republican conspirators have don…"
niknikoloff,RT @GirloftheN: Pity the nation whose people are sheep.  #BorisJohnson  #DonaldTrump   https://t.co/K53yevQvzb
LovelydayTech,RT @AsiavilleNews: US President #DonaldTrump appeared back to his old self on Saturday as he addressed supporters at the #WhiteHouse in his…
kudos2writers,RT @CyrusMMcQueen: #DonaldTrump didn't win... America lost.   #ElectionNight
PamKell34920709,"RT @BetteMidler: THANK GOD!  We won't have to listen to the bag of hot, incessant wind that is #DonaldTrump as he interrupts a serious cand…"
nillie,"RT @BetteMidler: THANK GOD!  We won't have to listen to the bag of hot, incessant wind that is #DonaldTrump as he interrupts a serious cand…"
thadon1971,"RT @AuthorJoeNBrown: President #BarackObama won the #NOBELPeacePrize🥇in 2009 for his ""extraordinary efforts to strengthen international dip…"
ClodaghSister,🇺🇸 #BlackLivesMatter #USelections #DonaldTrump #Racism   ⛓️⛓️⛓️⛓️⛓️⛓️⛓️⛓️⛓️⛓️⛓️⛓️⛓️⛓️  𝐃𝐞 𝐯𝐨𝐥𝐮𝐧𝐭𝐚𝐫𝐢𝐚 𝐬𝐞𝐫𝐯𝐢𝐭𝐮𝐭𝐞👇:  W… https://t.co/Fdfks8fagr
reportertoday88,#DonaldTrump Takes Off His Mask Again! White House Doctor Says Not At Risk Of Transmitting Covid-19 But Here's The… https://t.co/w3XufBPzMW
Rum_Raisin29,@piersmorgan Problem is @realDonaldTrump #DonaldTrump has an  underlying health condition.  Madness! @JoeBiden… https://t.co/6Xax89dQy2
alghadeertv_eng,A senior member of the Taliban told a CBS News reporter that the #Taliban hopes #DonaldTrump wins a second term as… https://t.co/EPkGnGN0pR
ulysses_zamora,"RT @StatesPoll: Michigan: Trump vs Biden  Baldwin Wallace, 9/30-10/8. 1,134 LV.  My Analysis Post: https://t.co/Aa3YOXLydN #Michigan2020 #M…"
IngridNachstern,"RT @derekjames150: American friends, the whole world feels your pain. We've seen what #DonaldTrump and his Republican conspirators have don…"
BigJackFilms,Really? Really #DonaldTrump? #Superman https://t.co/4rQR956D7p
ShirlzzShirlzzz,"RT @ChristinaMann2: Just watched #TrumpCardTheMovie , @DineshDSouza did an awesome job. Good to see @w_terrence in the movie. #Trump2020 @r…"
adamesgraphics,All I can picture tonight is Mr Infectious grabbing some pussies. #GrabEmByThePussy #Classy #CovidAssault #DonaldTrump #AmericanDeathTrap
CorruptionDC,"RT @StatesPoll: Michigan: Trump vs Biden  Baldwin Wallace, 9/30-10/8. 1,134 LV.  My Analysis Post: https://t.co/Aa3YOXLydN #Michigan2020 #M…"
StatesPoll,"Michigan: Trump vs Biden  Baldwin Wallace, 9/30-10/8. 1,134 LV.  My Analysis Post: https://t.co/Aa3YOXLydN… https://t.co/tPTbKBBOzh"
ShayTweeter,RT @savvybizconsult: This SHIT has to stop‼️ Our country can not go on this way‼️ #DonaldTrump is toxic! This is Trump's America! PLEASE #V…
AsiavilleNews,US President #DonaldTrump appeared back to his old self on Saturday as he addressed supporters at the #WhiteHouse i… https://t.co/WCTrWb9Hc4
calin_a,"@CBSNews What do #DonaldTrump #IdiotTrump #RacistTrump’s #Christian fans say about that??? Or, for the #POTUS 💩, a… https://t.co/OeL5mE25vP"
PivaEdoardo,"RT @AuthorJoeNBrown: President #BarackObama won the #NOBELPeacePrize🥇in 2009 for his ""extraordinary efforts to strengthen international dip…"
NansinguzaJ,ALEX JONES would have looked at it this way;  • This was all made up; these were actors who were paid to act. *(in… https://t.co/6yYWnGUTh7
giteshbansal,28 years old news but good to learn some history! #USElection2020 #JoeBiden #DonaldTrump   Senators Put a Price on… https://t.co/jMrJ0XB4NP
musingsofaluna,RT @waltermasterson: Please RT and share my interview with a PROUD BOY. #donaldtrump #ProudBoys #BidenHarris2020 #BidenCares https://t.co/s…
alinatede,"RT @AuthorJoeNBrown: President #BarackObama won the #NOBELPeacePrize🥇in 2009 for his ""extraordinary efforts to strengthen international dip…"
savvybizconsult,This SHIT has to stop‼️ Our country can not go on this way‼️ #DonaldTrump is toxic! This is Trump's America! PLEASE… https://t.co/kYKxule8cz
_SilenceDo_good,"@invisibleme45 @BeckwithArvo Keep in mind, in 2016, DonaldTrump received 4,483,810 votes in California.   Problem:… https://t.co/xn1pVREpyu"
DonaldC00448251,"Is the murder of over 210,000 innocent people a capital offence??? Perhaps it's a war crime committed by our ""Outla… https://t.co/C2Y7kugZfT"
donaldtrump_JJ,@he_0112 Hi im donald.j.trump
Don_Trumpilini,@SounJingna @drdoucette: #MissUniverse DonaldTrump!
Michael_J_Kent,Am I missing something? Is that not exactly what you are doing? You are arguing against your own decision to procee… https://t.co/8aHPS78L9F
ButtonCabin,Just in! Trump photo buttons. Available at https://t.co/q23ahdnBhp Shop link in bio. #trump #trump2020 #maga… https://t.co/kjs26ib3hU
Maryfocht4,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
AlexWitzleben,Republicans express fears Trump will lose presidential election. McConnell’s words seem to reflect the threat that… https://t.co/s8bOlLAtpV
OvuUdochukwu,"#EndSarsNow Nigeria is now becoming a pool of blood, those we position to protect us are killing us,  #DonaldTrump… https://t.co/38gUZ54WyV"
audinarygirl,"RT @Ronnie62597744: I know that I liked and retweeted this earlier, but hey #DonaldTrump haters!!! 🤣🤣🤣🤣 https://t.co/HfxOfMkaAE"
MajorcaDaily,"Person of the week, cheers and boos #DonaldTrump #ITVAppoinmentsInMallorca #MallorcanPaprika https://t.co/mYNxnbYlBu"
doart3616,"RT @BetteMidler: THANK GOD!  We won't have to listen to the bag of hot, incessant wind that is #DonaldTrump as he interrupts a serious cand…"
StatesPoll,"Wisconsin: Trump vs Biden  Baldwin Wallace, 9/30-10/8. 883 LV.  My Analysis Post: https://t.co/qD52kxmdNH… https://t.co/vItFlQfqxW"
thejennums,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
StephenKinvig,"RT @derekjames150: American friends, the whole world feels your pain. We've seen what #DonaldTrump and his Republican conspirators have don…"
AuthorJoeNBrown,"President #BarackObama won the #NOBELPeacePrize🥇in 2009 for his ""extraordinary efforts to strengthen international… https://t.co/LqLeZLPfSl"
JudiciaryNews,RT @JudiciaryNews: Who will win the US Elections 2020?  #USElections2020  #USElection2020 #DonaldTrump #JoeBiden
SolelyPolitics,@greedypigz @BrentHBaker @KeithOlberman But over half the voting public have or will be voting to reelect… https://t.co/MUmR9HGB7u
thenewg1rl,RT @BrookesTimes: My cartoon Saturday @TheTimes on the less than honourable Covid Honours.... #DonaldTrump #BorisJohnson #MattHancock #COVI…
diversityup,"RT @mtribue28: #DonaldTrump Is Still Trying To Convince Us COVID-19 Isn't A Big Deal, Even As He's Gasping For Air. #TeamBidenHarris2020 #B…"
FixerPonga,Must read thread on why #JoeBiden is not good for #India. #DonaldTrump has to win. https://t.co/kjzyXZjuLt
Donald_Trump_Q,"""Let it be an arms race.""  -Donald Trump #POTUS #DonaldTrump #Trump #TrumpProtest"
Toughone6,@ErikaHa11772363 #DonaldTrump calls them #TrumpTrain. I call them #TrumpTrainTerrorist.
Nischal15312824,Honorable Sri #donaldtrump  May you recover by the grace of God  Sir you will clean sweep the upcoming presidential… https://t.co/60jprU6M6N
CamEilerts,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
Toughone6,@waltshaub There have been pictures Craigslist and local ads of #DonaldTrump hiring actors to attend his rallies fo… https://t.co/FmLdZxJRwV
DonaldTrump_0,RT @RealCandaceO: This is what an *actual* peaceful protest staged by thousands of minorities looks like.   Today was incredible.   @BLEXIT…
Korver301,"RT @StatesPoll: Pennsylvania: Trump vs Biden  Baldwin Wallace, 9/30-10/8. 1,140 LV.  My Analysis Post: https://t.co/dHPUHONcjV #Pennsylvani…"
rajaazeem,RT @BaaghiTV: Trump 'no longer considered a transmission risk': WH doctor  @POTUS @FLOTUS @USAGov @realDonaldTrump @TeamTrump @JoeBiden @Ka…
EDITORatWORK,"#Trump Links to TRUMP, POLITICS AND THE VIRUS #coronavirus #covid19 #pandemic #DemocraticParty #Democrats… https://t.co/h70gB93vK2"
leona9976,"RT @LaverriereToby: #DONALDTRUMP MR. TRUMP, MR. PRESIDENT,  I AM TIRED. I WOULD ASK YOU TO SIGN EXECUTIVE ORDERS,  BUT I KNOW YOU ARE SCARE…"
StatesPoll,"Pennsylvania: Trump vs Biden  Baldwin Wallace, 9/30-10/8. 1,140 LV.  My Analysis Post: https://t.co/dHPUHONcjV… https://t.co/5wom6Ror98"
Sillytees,RT @Sillytees: Good morning. And remember... #FuckTrump #DumpTrump #DonaldTrump Tees from Sillytees https://t.co/UCTJuaS708 https://t.co/4r…
ktea11,#DonaldTrump Truth. https://t.co/FRt2AuTEsO
moneycontrolcom,"US President Donald Trump, who tested positive for COVID19, is 'no longer considered a transmission risk to others'… https://t.co/5Bj7KllYYQ"
bear_risa,"RT @PortsideOrg: Murder, He Said - America’s Maestro of Death and Destruction  #2020elections #DonaldTrump #TrumpAdministration #GOP #COVID…"
ktea11,#DonaldTrump  Suck it Trump!!! Vote Blue 2020🌊🌊🌊 https://t.co/sO9ZmBSYJP
JayJayBeams,Vote For DONALD!  #DonaldTrump   #TrumpPence2020
WendyMariaBart1,"RT @derekjames150: So, I hear #DonaldTrump will be hosting another ""super spreader"" event for about 2,000 people at the White House this ev…"
calin_a,"@chipfranklin #FuckGOP #GOP is just a #HateGroup, an obsolete party holding #America back! Institutionalized… https://t.co/wOZnbwKmgY"
QuangMa2,@realDonaldTrump I love you DonaldTrump
azardsphere,#DonaldTrump 1 #COVID__19      0  Liberals are so butt hurt  #Election2020
BigMookie2,RT @mdkulin: @hughhewitt Funny I never heard the pope say anything nice about donaldtrump our #LiarInChief you #GOPComplicitTraitors .... s…
rohitsatyaa,RT @the_hindu: #JustinTrudeau thanked #DonaldTrump for the United States' support in “seeking the immediate release of the two Canadian cit…
cefilby,We're introducing a Constitutional Amendment to allow Presidents screwed pit of their first three years in office b… https://t.co/0VW46U9XQd
GirloftheN,Pity the nation whose people are sheep.  #BorisJohnson  #DonaldTrump   https://t.co/K53yevQvzb
NansinguzaJ,This is how #DonaldTrump would have assessed this footage;  1) There was something bad on either side.  2) The blac… https://t.co/aDzzOp3ZfN
MarkNo1mmiller,And people are actually going to vote for @JoeBiden @realDonaldTrump @POTUS #PresidentialDebate #SleepyJoeBiden… https://t.co/Cv4bQYrOwk
Lucanus_amazon,"Donald John Trump (born June 14, 1946) is the 45th and current president of the United States.  #donaldjohntrump… https://t.co/jdPPaGbN3T"
the_hindu,#JustinTrudeau thanked #DonaldTrump for the United States' support in “seeking the immediate release of the two Can… https://t.co/O5XksYskkz
Toughone6,@GOPLeader #KevinMcCarthy is a fear mongering race baiting bigot like #DonaldTrump. This is America. Every one is f… https://t.co/cmhgrUJ3Zq
RoshNaik,@shirishthorat @Twitter Joe Biden is a chinese pawn . US will be like another pakistan.#JoeBiden #DonaldTrump
R_S_S___,If #JoeBiden Becomes President Instead of @realDonaldTrump  USA Would Be United States For Arabs. #USElection2020… https://t.co/ERCnFfSmut
Toughone6,@realDonaldTrump @JudgeJeanine @tedcruz Yet #DonaldTrump &amp; @senatemajldr are stacking courts. Just because they cha… https://t.co/mI4YNJtHli
mtribue28,"#DonaldTrump Is Still Trying To Convince Us COVID-19 Isn't A Big Deal, Even As He's Gasping For Air.… https://t.co/w0RV5dQZsN"
JHIsles,@BlackDGamer1 #DonaldTrump wasn’t supposed to win in 2016… but I’m damn glad that #HillaryClinton lost!
DonaldC00448251,@kyleandvicki Isn't it incredible that Trump and his supporters disregard every single news source in the entire wo… https://t.co/mVAbLJzTEY
Toughone6,"@tedcruz #TedCruz &amp; all #GOP know they're Gaslighting. Court packing, court stacking. @senatemajldr has been doing… https://t.co/hJdo2M5cmn"
ROBCHENNAI_MIB,RT @airnewsalerts: US President #DonaldTrump makes his first public address after being discharged from hospital where he was treated for #…
DonaldTrump_0,"I hate to say it because the shooter is supposedly an Antifa terrorist, but the shooting seemed pretty justified to… https://t.co/lJJDnBeRrV"
FGriff2010,VP pence rally in Florida  https://t.co/WVDYPzq3T3
Park143,Do you know this face? Guess? Only Indian woman can do this art  😊 #DonaldTrump  @realDonaldTrump https://t.co/gtKilB27SV
DonaldC00448251,"@ChristianWebb20 All politicians lie, but Trump NEVER tells the truth!!! #MAGA #realDonaldTrump #TeamTrump #POTUS… https://t.co/FXZi3T2GYo"
mrblackcat1069,"#DonaldTrump Is Still Trying To Convince Us COVID-19 Isn't A Big Deal, Even As He's Gasping For Air. #TrumpKnew… https://t.co/h5iIthBMzz"
cranium_sir,@Nigel_Farage Oh Nigel dear - you have the temerity to accuse others of dishonesty!  Has Donald told you where the… https://t.co/F1cqLFzHBj
ArcaneTreasures,A mosquito's wings move at the rate of one 1000 times per second. #facts #funfacts #DonaldTrump #Republicans #News
DonaldC00448251,@ChristianWebb20 The fact is that America has had more covid cases and more deaths caused by covid than any other c… https://t.co/JoIv7k1ARY
StatesPoll,"Ohio: Trump vs Biden  Baldwin Wallce University 9/30-10/8, 1,009 LV. My Analysis Post: https://t.co/2YrkheVkEM… https://t.co/ZkFRipf7EG"
apurvnagpal,Not that #India's got a monopoly on being corrupt or brazen  Not after #DonaldTrump #USA   https://t.co/3nc1qsttZg
VisitorA8Planet,US Presidential Election 2020: #JoeBiden Vs President #DonaldTrump  Why support #Trump? Why President Trump's victo… https://t.co/xyeP4dDk9o
trumpispuppet,#larryellison #jeffbezos #donaldtrump! #billgates make them all pay #taxes and more than .5-1%! This… https://t.co/vw2EdJ38eW
Phil0757,@Reuters @realDonaldTrump @POTUS @DonaldJTrumpJr @DonaldTrump_Rev @FoxNews @MarkMeadows @EricTrump @JaredKushner_… https://t.co/KsAq4DYeuN
westcoastlawyer,RT @itsJohnWalsh: #DonaldTrump violated the #HatchAct again with his first appearance since his #covid diagnosis... He also would like to t…
cpnStarkiller,@AllCharisma @greatjobnat My wife does not think #DonaldTrump had #COVID19 either.  But we know that the… https://t.co/z37kdPa7Q3
LovelydayTech,RT @TheHansIndiaWeb: Trump appears at White House event 10 days after Coronavirus diagnosis @realDonaldTrump #DonaldTrump #Coronavirus #Whi…
MImproxyble,RT @BennettCartoons: 10/3/2020- The Virus #coronavirus #COVID19 #COVID #CovidTrump #Trump #DonaldTrump #PresidentTrump #WhiteHouseOutbreak…
pcmusicent,RT @HOT97: #DonaldTrump had some harsh words about #LeBronJames https://t.co/62JQO3IUQR
Foolont87158237,@willsommer If that wasn't clear enough #DonaldTrump @realDonaldTrump  This from the #DenverPoliceDept… https://t.co/HcGqrB44mw
TheJoeJournal,"Joe Biden is so out of it, he thinks a turkey sandwich and a PB&amp;J are the same thing 😂🇺🇸  #BidenHarris2020 #Biden… https://t.co/Vk1OyRfcLi"
elizabetm1,RT @LawrenceHorn3rd: @NewYorker @JaneMayerNYer Birds are a feather.... #GhislaineMaxwell  #JeffreyEpstein  #DonTheCon #DonaldTrump https://…
soonochi8,RT @CodeBlueAm: It’s only a hoax when convenient.  #COVID19 #TrumpLied200KDied #ClimateChange #Election2020 #ElectionTwitter #DonaldTrump h…
Roe_Ling_Stone,I’m @donaldtrump to the tweets. Idgaf.
EdwardARowe1,RT @itsJohnWalsh: #DonaldTrump violated the #HatchAct again with his first appearance since his #covid diagnosis... He also would like to t…
CartoonKim1,RT @BennettCartoons: 10/3/2020- The Virus #coronavirus #COVID19 #COVID #CovidTrump #Trump #DonaldTrump #PresidentTrump #WhiteHouseOutbreak…
CartoonKim1,RT @BennettCartoons: 10/6/2020- Vital Signs #Trump #DonaldTrump #PresidentTrump #TrumpCovid19 #trumpcoronavirus #TrumpLiesAmericansDie #Tru…
CartoonKim1,RT @BennettCartoons: 10/10/2020- The Prescription #Trump #DonaldTrump #PresidentTrump #TrumpCovid #TrumpVirus #TrumpCoronavirus https://t.c…
LetsUnlockUs,Motorbike Sunday!  #WWERaw #YouTube #USA #IPL2020 #PS5  #Armenia #Dhoni #gold #XiaoZhan #BiggBoss14  #Artsakh… https://t.co/nIM35fTtyV
CartoonKim1,RT @BennettCartoons: 10/11/2020- The Bookmark #TheTrumpEra #Trump #DonaldTrump #PresidentTrump #The45thPresident #LastChapter #TheEnd #TheW…
bleedingcool,"ICYMI: A mini-reunion of #TheWestWing took place on #TheLateShow, where they discussed #DonaldTrump and fav eps, an… https://t.co/ji4dNheRad"
viralvm69,RT @DDNewslive: U.S. President #DonaldTrump makes his first public appearance since returning to the #WhiteHouse from three-day stay in hos…
PratapMahen,"RT @firstpost: #JoeBiden, on the other hand, has alleged that #DonaldTrump was only protecting the interests of the rich and billionaires.…"
gaynycdad,"RT @profesortbaker: #Trump doesn't pay taxes #DonaldTrump is 421 million dollars in debt #COVID19  215,000 Americans are dead #CovidCaughtT…"
krishworlds,"RT @firstpost: #JoeBiden, on the other hand, has alleged that #DonaldTrump was only protecting the interests of the rich and billionaires.…"
firstpost,"#JoeBiden, on the other hand, has alleged that #DonaldTrump was only protecting the interests of the rich and billi… https://t.co/FmOh1cepUm"
DonaldC00448251,"Isn't it incredible that TRUMP and his supporters disregard every single news source in the entire world as ""FAKE N… https://t.co/ojTyMm9SEp"
BhojakRonak,RT @BiIndia: President #DonaldTrump says he would 'love' to donate his plasma to #COVID19 patients  https://t.co/xJ1Lpddr8B https://t.co/6E…
profesortbaker,"RT @profesortbaker: #Trump doesn't pay taxes #DonaldTrump is 421 million dollars in debt #COVID19  215,000 Americans are dead #CovidCaughtT…"
4ever2paradise,#Everyone that #DonaldTrump Deals with is #FullOfShit - That's All Trump Will Deal With Because DT is SHIT!! https://t.co/CMtrl92XC5
NewsMiner_Covid,🇯🇵News🇯🇵 The #Villages is the largest retirement community in the U.S. President #DonaldTrump led among voters 65 a… https://t.co/ip8Cgb6V9Z
BiIndia,President #DonaldTrump says he would 'love' to donate his plasma to #COVID19 patients  https://t.co/xJ1Lpddr8B https://t.co/6EMa6hkqfx
profesortbaker,"#Trump doesn't pay taxes #DonaldTrump is 421 million dollars in debt #COVID19  215,000 Americans are dead… https://t.co/R7mrB5Ix5W"
lovingeurop,@nytimes @realDonaldTrump #DonaldTrump MONEY MONEY MONEY..... IT'S A RICH MAN'S WORLD. #TRUMP 'S DIRTY WORLD. AND Y… https://t.co/Xh35G5C8b0
DeplorableAlex,RT @Eric_Ericeira: The midget rather spends time bashing #DonaldTrump than cutting all-time high crime in The City.  Now he's turning Londo…
tressalog,RT @MaxNewsToday1: Are you tired of all the hypocritical evangelical preachers who blindly support #DonaldTrump? So is Steve Schmidt.  http…
craftelady,"RT @FogCityMidge: REAL AMERICA LOVES TRUMP! ""Since the liberals hated him, I had to love him!"" WATCH NOW! https://t.co/LaMB1saPwf #maga #tr…"
mgrossi1,RT @itsJohnWalsh: #DonaldTrump violated the #HatchAct again with his first appearance since his #covid diagnosis... He also would like to t…
BaaghiTV,Trump 'no longer considered a transmission risk': WH doctor  @POTUS @FLOTUS @USAGov @realDonaldTrump @TeamTrump… https://t.co/feeVhJXrw7
chandler_adams,"(3/3) #Trump profits when more people get sick, so it benefits him to encourage actions that *increase* cases of… https://t.co/RXbnyTiuCF"
chandler_adams,"(2/3) Let's say, for the sake of argument, that #DonaldTrump owes #Russian oligarchs 421 million dollars. He is mak… https://t.co/qbRh8ZgUY6"
chandler_adams,"(1/3) Who holds 421 million dollars of leverage over @realDonaldTrump?  Who owns you, #DonaldTrump?  You are invest… https://t.co/jqqZyziUyL"
mal_greig,"This is about the difference between Trump and Biden, so true. https://t.co/qSU8s2Kay9"
news10channel,More Detail:--- https://t.co/YY1yuDanzu #DonaldTrump https://t.co/cdDCGTdMbZ
All_4justice,RT @MaxNewsToday1: Are you tired of all the hypocritical evangelical preachers who blindly support #DonaldTrump? So is Steve Schmidt.  http…
RUUBANO,RT @waltermasterson: Please RT and share my interview with a PROUD BOY. #donaldtrump #ProudBoys #BidenHarris2020 #BidenCares https://t.co/s…
TheHansIndiaWeb,Trump appears at White House event 10 days after Coronavirus diagnosis @realDonaldTrump #DonaldTrump #Coronavirus… https://t.co/LK2vlzJoC1
tc_bear89,@GOP I’m just gonna leave this list here for you. #TrumpVirus #TrumpIsALoser #TalibanForTrump #TalibanEndorsesTrump… https://t.co/S77l4kWoTI
Priya92674839,RT @Priya92674839: #Metaphor of today's politics! #FakeNaxalBhabhi #worldmentalhealthday2020 #WorldMentalHealthDay #IndiaTodayTRPchor #depr…
Richeyrich100,Why did everybody blame #COVID__19 on #DonaldTrump like he made it in a lab 🧪 himself? If Hillary won it STILL woul… https://t.co/sHYBk8LtFo
AD_CG,RT @ModiFied_Dream: If a baboon #GretaThunberg is supporting #JoeBiden.. Thus implies #DonaldTrump is better choice
amerson_lisakay,"Did you know that way back when Philadelphia was the capital of the United States, there was a real famous sign it… https://t.co/sQ9JMzGrdn"
BernardBethel3,RT @BernardBethel3: Trump's COVID Joyride | Spitting Image https://t.co/Wc8fRmlh9Z via @YouTube  #SpittingImage #DonaldTrump
RodneyG85039491,"RT @thepatriotmvmt: #DonaldTrump, a proud American trying his best to lead a country during arguably the toughest time in US history, full…"
Donald_Trump_Q,"""Our airports are like from a third world country."" -Donald Trump #POTUS #DonaldTrump #Trump #TrumpProtest"
