user,text
GoofMcFloof,@a_patriciann @RealKatieFox @catACH317 @Star17773 @kallygirl2011 @Bulerious @real_defender @JoeBiden She’s just wor… https://t.co/HQ72ayBrRF
biten_joe,"@SmartASS___ @SaltyVet82 @LaddyNYR @MatthewJshow @JoeBiden Joe Biden has BIG ties to China.China sent virus abroad,… https://t.co/zj6AHGd3l5"
JohnHei87868317,@DarelBoyer @A_Smitty_56 @rzeta0 @paradisetownusa @VoteBluePA @JoeBiden In a constitutionally guaranteed democratic… https://t.co/p1l9hfLVhO
DownatthePound,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
IleanaG77070730,"RT @T_S_P_O_O_K_Y: The reality is this: @realDonaldTrump put EVERYONE, all communities, back on a track of prosperity. Not starting wars, c…"
PepSage4,@ProjectLincoln @JoeBiden Dammit! Twitter needs an edit button!  Trump will NOT let up...
VivBWoke,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
DusangSdusang,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
Debra_McGill,@MeetResist @SteveSchmidtSES @JoeBiden @KamalaHarris @RonaldKlain @AndrewBatesNC I’m with you!!!
10speedbrown,"RT @GlenWoodfin: @JoeBiden .@JoeBiden, that's such pandering political bullsh*t.   You are against the Constitution and the Bill of Rights,…"
woohoo9,@Dist_5 @Mike_Pence @JoeBiden And you KNOW this how?
stefd23,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
bbkenn92,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
JaniceVotesBlue,Gloves off! This needs to be in Biden’s ads. @JoeBiden https://t.co/8jAw4IzQAz
machka,RT @icecreamonacone: @MeidasTouch @JoeBiden @DrBiden FOCUS PEOPLE:  T:  $750 Tax Owes Millions Has Covid: T Melania KellyAnn Hope Ronna Bil…
pwal144,RT @lisareynaloe: Just learned I was quoted in this article about the collective trauma we all experienced during #Debates2020. I also just…
BruceEdiger,"@gnuseibeh @realDonaldTrump @JoeBiden Trump absolutely wouldn't do this, you know. Why say Biden should do it? Also unconstitutional."
Tlanderson610,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
digitalmaverick,RT @icecreamonacone: @MeidasTouch If T and Melania knew they were BOTH positive BEFORE arriving at the debate... Then that is CRIMINAL.  Th…
slkpca,RT @Oldgringo12: @mindyanns Exactly. This is exactly the issue. It's becoming apparent he knew BEFORE the debate. He willfully exposed @Joe…
patrickmajor56,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
autismfamily01,RT @T_S_P_O_O_K_Y: Yes...when your son Hunter is wired $3.5 million from a Russian criminal friend of Vlad Puttin there is plenty of cash t…
treytodd57,@smithdesign77 @JoeBiden @bapowers95 Talking about a billion dollar plan? Seems very “economically savvy” 😂
drmarywells,@MadMolly10 @brianschatz @JoeBiden Exactly!  He knew he was positive for COVID at the debate and tried to infect Jo… https://t.co/HmuaIBjqrM
AngelaofA,Vote 🗳 in droves people! In droves! There is no telling what tRump's campaign &amp; his party would do to try to stay i… https://t.co/Y6R3IMZP3U
PGeaux,RT @Canislu49290950: @AndrewFeinberg @SpiroAgnewGhost @Theonlyhonest @JoeBiden Democracy has her fingers crossed.... https://t.co/mE7zS2h7mj
xaviergonzajr,Hey @JoeBiden. Put those negative ads back up. https://t.co/FUffZIHmEO
sylviab19922658,RT @amygo254: @mmpadellan @JoeBiden I think he knew he was positive before he turned up for that debate and turned up too late to be tested.
denver_rose,"RT @DogginTrump: @JoeBiden Sir, he knew he had the virus &amp; willingly risked your life &amp; the lives of others. 24 infected that we know of no…"
MTMTravelers01,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
JenniferRubins1,@JoeBiden Everything you have done makes us love Trump more!
rajkumarinik,RT @JohnBarrowman: If @POTUS knew he was positive when he did the debate with @JoeBiden that is straight out of the #Putin playbook : infec…
jdysexton_judy,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
RabbiShaina,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
nikkiz999,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
pete_2024,@TruthSerumMed @JoeBiden Only ignorant says that
michell51486301,"RT @9NEWSNANCY: *** AUDIENCE😳DISBELIEF***  “If you elect me, your taxes are gonna be raised, not cut.”@JoeBiden https://t.co/BlIY361lQ5"
MaryRubio1,RT @meganhswanson: @gnuseibeh @meg_Y12 @realDonaldTrump @JoeBiden This is the giant crock of 💩 We the People knew this was coming when the…
MuyLinda206,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
musicismymstres,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
LindaHajj4,"RT @JustSchmeltzer: If I am @JoeBiden, I am using this moment, when people are nervously watching the news a lot, to buy 30 mins on network…"
MarionPass,"RT @eugenegu: @JoeBiden Turns out that wearing a mask, doing social distancing, and not holding massive rallies is the smart thing to do. T…"
cherishkimmee,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
5455km629,"RT @MissKit23900150: @DogginTrump @JoeBiden Walter Reed said Trump was diagnosed 72 hours ago. White House said they tested 36 hours ago, s…"
DarleneRossi,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
marylonerganart,Right.  Do it @JoeBiden https://t.co/40dMWTLFjJ
retiredArmy8,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
Blair1385,RT @JohnParisella: 72 hours ago diagnosis on Trump???This meant @realDonaldTrump went to NJ fundraiser and he had a diagnosis! @WSJ @nytime…
DIVINEANGEL47,@amygo254 @mmpadellan @JoeBiden He did know 72hrs ago hun
patrinatweets,"@JoeBiden @TheDemocrats All these Republican Senators sick. HOW CONVENIENT FOR DEMS&gt; NOW, THEY PUSH BACK THE BARRET… https://t.co/oSk0xy07q2"
infinitebritt,"@jrgaillot @JoeBiden Nobody should be making negative ads in the first place  If you want me to vote for you, inspi… https://t.co/J2pZbYf6Wy"
DwayneMcDevitt,"RT @BrentScher: A lot of praise for @JoeBiden campaign for pulling negative ads, but scan of Facebook ad library shows it’s not really true…"
AmandaLaLa231,@Hectorr_0705 @kentrumpster1 @JoeBiden Grow a vagina and then you may have an opinion. Maybe you should wrap your d… https://t.co/f30mczssRF
MaroonsJstamp,RT @fred_guttenberg: @brithume Looks like @brithume has a problem with leadership and Biden demonstrating for Americans how to stay safe.…
Bulldog665,@eugenegu @JoeBiden Biden couldn’t get a large rally !  His supporters too busy  Burning Looting Murdering  If Anti… https://t.co/gKx4785VWd
HasCreative,@LawAndOrder_EE @JoeBiden So you don’t support people being allowed to live but the unborn babies that some people… https://t.co/wxuY1ulcjD
pegster2020,@JimCarrey @JoeBiden @AlecBaldwin @MayaRudolph @chrisrock Oh yes !!! Been waiting for this particular parody and I… https://t.co/45vd8kvq0X
mollyad50791658,@JoeBiden Lies.
_purecharts,@CGasparino @FoxNews @TeamCavuto @POTUS @JoeBiden Weak take. Solar started its liftoff in Jan 2017.
Stephan83563139,RT @BenSimmons25: I support @JoeBiden &amp; @KamalaHarris to Build Back Better! Make your #VOTE count 😤 https://t.co/4TsS47OyuC
MBMGCAK,"RT @K_JeanPierre: “Be patriotic. It's not about being a tough guy, it's about doing your part. Wearing a mask is not only going to protect…"
Marti40506789,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
LoriSums,RT @__Arthur_Dent__: @ProjectLincoln @JoeBiden you are cleared for entry sir. Release the kraken.
AlpineRZR,@JoeBiden Your representation is what's the problem
crawfordbeach,"@JoeBiden Words mean nothing, you will never be everyone’s Pres. The Dem party is to racist and power hungry. Trump 2020"
MAGAnum45,@JoeBiden Couldn't agree more. Now let's get ACB confirmed!
Michael_Baker70,"@JoeBiden I assume the 47 years of experience will finally kick in? No thanks, hard pass!"
jagilliard,@jrgaillot @JoeBiden Trump is his own best negative ad. Biden can safely take the high road.
Juby44528844,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
cpatricia368,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
trekfan17360,RT @SteveSchmidtSES: Compassion and decency do not require unilateral disarmament. @JoeBiden.  Press forward. Attack. Spend them into the g…
stephaniek1116,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
JohnSteen,There’s a reason he screamed at @JoeBiden for 90 minutes straight. #TrumpHasCovid
pmequipment1,RT @hodgetwins: Some Saturday morning thoughts on @JoeBiden  being crazy as hell
CoweeDorothy,"RT @WalshFreedom: With all the nonstop focus on Trump, this doesn’t get said enough:  Thank you @JoeBiden for campaigning responsibly over…"
law638,RT @icecreamonacone: @MeidasTouch If T and Melania knew they were BOTH positive BEFORE arriving at the debate... Then that is CRIMINAL.  Th…
AntonCollins17,@hokis2k @DanHumberd @DroverLord @JoeBiden Is the data inaccurate?
BarbArn,@JasonFrierson @JoeBiden @KamalaHarris Vote out this #SisolakEnabler No more midnight legislation without constitue… https://t.co/Fq0S5Ev1Eo
christinepatt15,"@SteveSchmidtSES @JoeBiden At The Rose Garden Massacre, Kellyanne  looked like she was playing Telephone with Willi… https://t.co/rcJmUC9XtC"
JodyMarshColem1,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
jamesmurphypdx,@gnuseibeh @realDonaldTrump @JoeBiden Trump should drop out.
Sports2484,@luisjoelvigo @JoeBiden @BarackObama @KamalaHarris @michaelb4jordan Mark my WORDS if Biden doesn't postpone his cam… https://t.co/3nrWnrJttx
icecreamonacone,@ProjectLincoln If T and Melania knew they were BOTH positive  BEFORE arriving at the debate... Then that is CRIMIN… https://t.co/YHsFhB8oVY
yorky0982,@Resist2TheEnd @jrgaillot @JoeBiden I doubt he has Covid-19 this is a political stunt.
BlueJea33172973,@BohlenLinda @AZVotes @brahmresnik @VP @JoeBiden @KamalaHarris That seems to have been their game plan til Hope sto… https://t.co/4mN847wg6l
ronhynesfan,RT @CaptivaPepper: @MeidasTouch Don't u stop with the negative ads! Trump deserves no decency! Remember how he mocked Hillary when she had…
djenya13,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
nancyrubin,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
DeborahLombard2,RT @Susaninlaguna: @JoeBiden You have no idea how turned off all normal people are by  your voters. https://t.co/Bv071NIyPi
aamiac,@JoeBiden Biden is in on it.    Mask up until after election.  Dems will spread man made virus right before electio… https://t.co/KX4y8WTm15
pat1556,@gnuseibeh @realDonaldTrump @JoeBiden You are out of your mind. Biden is the only gentleman running for president a… https://t.co/xQinZIdHgR
Forhimiowe,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
ManAlive85,"@emmapang8 @EvanRandolph17 @JoeBiden If you want to find something to believe, then that’s great! It doesn’t stack… https://t.co/pcYBOfpWfH"
Angel80197423,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
ZODl4C,@JoeBiden @DI0RFAIRY Go off king
JeffBryant10,@jrgaillot @JoeBiden No but I respect his decision.
Homosoyboy,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Motherjones38,"@DrDenaGrayson @GOP He is a child, he probably said if I have it I will try and infect @JoeBiden"
FreezyWriter,@jrgaillot @JoeBiden Nope
KreativeAffairs,"RT @mmpadellan: @JoeBiden @1966_happy I prefer Presidents who speak to all Americans, not just the ones who voted for them.  BRAVO, Joe!"
sarahfairbnks,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
Denise_D_W,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
WarriorWomanCA,@TwitterMoments @realDonaldTrump @JoeBiden He went there to infect Biden.  That’s attempted murder.
Pirot2000yr2l8,@JoeBiden MASK R NOT THE ONLY WAY U CAN CONTRACT COVID.OR R U NOT AWARE OF THAT.PHILPPE REINS NEEDS TO B AWARE ALSO… https://t.co/EsX68fuwfm
ritatay29333372,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
5455km629,"RT @DogginTrump: @JoeBiden Sir, he knew he had the virus &amp; willingly risked your life &amp; the lives of others. 24 infected that we know of no…"
ArnesonAnne,RT @waltb31: Oh give me a f^cking break @AlexWitt. NEW TONE??? @realdonaldtrump is the same malignant narcissistic grifting criminal a$$hol…
MartaWomack,@JoeBiden Much luck &amp; prayers going up for you! We need your leadership to overcome this crisis. I know it will tak… https://t.co/vwPYinm3DE
Meltinaway,@JoeBiden president @realDonaldTrump was diagnosed on Wednesday morning according to his doctors and he was not tes… https://t.co/HpU41fn9ot
fbg3,RT @EpochTimes: “[Joe Biden] defamed Kyle Rittenhouse by suggesting on this video that he is a White Supremacist.”   Lawyers representing t…
lindapotyrala13,RT @markmcan: @ProjectLincoln Just because he deliberately missed the Covid test before the debate because he and Melania (mask-wearing!) k…
MarkMcKeen4,@mmpadellan @JoeBiden Starting today! Put the hammer down!!
MaryRubio1,@NorsemanActual @gnuseibeh @realDonaldTrump @JoeBiden Totally agree with you! Trump should resign effective immediately!
ThatCatZoe,RT @JoeBiden: We have to come together. https://t.co/P8SkE6vkX1
CooterAnnette,@JoeBiden You have so much dignity. Continue all the great things you are doing. I can't wait to see you as our President.
CindisPLace,"RT @gayleasher1: I have a feeling @JoeBiden &amp; @DrBiden are not only respectful, but grateful to Secret Service Agents.  Is there anyway we…"
yogaskidogs,"RT @Marmel: Okay, @JoeBiden. You tried to be decent. You still are. But they're gonna kill more people at another super spreader event. You…"
ditchanddon,"@gnuseibeh @realDonaldTrump @JoeBiden Bull crap, Trump brought this on himself with his arrogance...  he a gentlema… https://t.co/ZvXXi8h2Vp"
karcher1272,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
carmen_weyland,"@kc1outtahere @mikesatz @JoeBiden Agree, now is the time to put the pedal down on this election @JoeBiden Our lives depend on it!"
v_noles,RT @RichardGrenell: . @JoeBiden says he will rejoin the Paris Climate Accord.   This is a total disaster for Americans.   Manufacturing job…
Paadland2,@OhDonna8 @Jon_investor @JoeBiden Do you think Donald Trump has ever heard the Lord's  Prayer?
Shey_SheyT,"@ProjectLincoln Can someone who has direct contact with @JoeBiden @DrBiden please relay this to him. If anything, n… https://t.co/w454RXW4OB"
RobertRokdawg,RT @GrrrGraphics: Oh look - we finally spotted a #JoeBiden boat parade! https://t.co/qwiGG35aPP
orlandoUSMCE9A,@JoeBiden @NikkiSixxGirl58 You’re running as a democrat socialist!
njhm100,RT @B52Malmet: Biden’s campaign pulled its negative ads. Trump’s did not. Biden is human. Trump is not. Put back your ads @JoeBiden - you s…
interest1959,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
vmonken13,RT @T_S_P_O_O_K_Y: Yep... @ReadeAlexandra deserves to be heard - it's ironic when @TheDemocrats and @JoeBiden supporters are so obvious in…
Americanmama923,"@johns2801 @SociopathChic @JoeBiden I haven't heard one policy that wouldn't destroy ppls jobs, raise our taxes or… https://t.co/EPOD7tVLcc"
Twistedmirror3,"@FedUpWithTheLot @BenMarleor @JoeBiden It's not potential life when there is a beating heart.  Also, I'm not going… https://t.co/CjNqOA0WnV"
HoatlinLab,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
ArizonaConBiden,RT @cmm246: Join me to vote early! We need Dems up &amp; down the ballot!Here is my story about why I am a #FirstWeekVoter!  https://t.co/A4uYN…
listroli,RT @RepVernonJones: I was ambushed leaving the White House by a left-wing mob for proudly supporting @realDonaldTrump. I won’t watch my cou…
DrMaggieWells,"@JoeBiden Wearing a mask protects others from us, it doesn’t reliably protect us from them. Making sure those aroun… https://t.co/Vu0A2AM0SL"
ClueDeborah,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
tkaythomas,@jrgaillot @JoeBiden Joe Biden continues to be a gentleman and listens to his conscience.  I am not sure how he can!  #TrumpVirus
willready,RT @murray_nyc: @JoeBiden Amen! If there is anyone who deserves to be negative it is Joe Biden. He has followed the regulations from day on…
dmgrg2,@LemStraw @Patbagley @chipfranklin @JoeBiden Awesome
HRTsAFyre,@JoeBiden He and his family will come out of this with no lasting effects and a miracle cure so he can boost votes. https://t.co/PKW1Mgch2V
JsLDawg58,"@Yamiche I bet he had symptoms Tuesday or even knew and purposely tried to infect @JoeBiden . Don’t forget,  Chris… https://t.co/b1zFMQU6od"
JonStanich,"@SomeonesDumbSon @MatthewJshow @JoeBiden ""Whether wearing a mask of any sort in a community context protects onesel… https://t.co/uDEdlUaSAs"
AnnaBitautas,@JoeBiden You won’t represent anyone. Go to sleep.
LuxeLifeChey,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
michael61954173,"RT @kenolin1: Let’s spend a moment wishing the President and First Lady well.  — — — — — — — — —- — —- — Ok.  Now, let’s get back to work e…"
GraspTheTruth,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
JoseeTremb5,@pmdjo @Quxxxxxn @CopelandColette @LouiseMensch @JoeBiden Good question
Jetsparx,"RT @RJC: ""Starting Thursday, the ads — one attacking @JoeBiden  and the other promoting @realDonaldTrump — will run in Miami-Dade, Broward…"
zapper615,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
FlaheelW,RT @cynthia_ann: It’s time for an actual leader again. #Vote @JoeBiden #DemVoice1 #ONEV1 https://t.co/YoKlZGdxYF
WORSHIPMYROAST,RT @blaklamb: @JoeBiden Except vets. https://t.co/WFycvjaUe3
MinnieResists,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
Julesluv3,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
Lmchristi1,"I love how twidder upticks the  “likes” of communist democrats, to give people the illusion of actual support.....a… https://t.co/StUdKwHN8E"
Dabadguy2332,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
o_voter,So @JoeBiden came in contact with someone who tested positive and should be doing self isolation like everyone else is advised by the CDC.
PGeaux,RT @nopittie: @AndrewFeinberg @SpiroAgnewGhost @Theonlyhonest @JoeBiden October Surprise for the history books.
ParuChirps,"@gracefulrad @realDonaldTrump @JoeBiden @ChrisChristie @KellyannePolls Agree. Big guys can afford, its the common m… https://t.co/7Z6usGjnON"
BIOBDGUY,@JoyAnnReid Get out of the debates?? 😂 @potus wiped the floor with @JoeBiden - Trump can't wait to get to the next debate!
drtonybrooks,I wish he would have saved all of the military members exposed to burn pits during his eight years as VP.   And mas… https://t.co/RAUz7XksXy
Adita1212,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Brn2Wander1,RT @mdx3232: Every doctor in January (including fauci) said this virus is no threat to humans and it won't become zoonotic. Every expert sa…
Debra_McGill,RT @MeetResist: @Debra_McGill @SteveSchmidtSES @JoeBiden @KamalaHarris @RonaldKlain @AndrewBatesNC No we don’t.  We fight to win. There is…
realJoeGuzman,RT @hodgetwins: Some Saturday morning thoughts on @JoeBiden  being crazy as hell
si_twit,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
marcyrw,"@JoeBiden : If Dr. Conley's timeline is accurate, Trump and his camp have been lying to us with potential deadly co… https://t.co/5M0oyRxSCN"
texan_annie,RT @GrrrGraphics: Oh look - we finally spotted a #JoeBiden boat parade! https://t.co/qwiGG35aPP
BlazinRIVERAT22,"Just my prediction: he’s not making it, the lies are clear, he put @JoeBiden  at risk on purpose(See showing up lat… https://t.co/3VKb035awA"
camhardy513,"RT @ATUComm: Today, Sat., October 3, at 4:30pm ET, ATU Int. Pres. John Costa will host Vice President @JoeBiden for an ATU Virtual Town Hal…"
weepelt,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
mathnad,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
Elizabe93692010,@RepVernonJones @JoeBiden @realDonaldTrump @TeamTrump Thank you and Amen
waltwillis1,RT @GrrrGraphics: Oh look - we finally spotted a #JoeBiden boat parade! https://t.co/qwiGG35aPP
MikeGiorgino,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
AnonCalif,@JoeBiden A wanna-be President that is
CherSeattle,"This is great, @JoeBiden, but please! Don't stop there! #MMIW #indigenouslivesmatter https://t.co/bKhPMkK2re"
DarlasDating,"RT @JustSchmeltzer: If I am @JoeBiden, I am using this moment, when people are nervously watching the news a lot, to buy 30 mins on network…"
irvingdebbie55,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
SWontorski,@jrgaillot @JoeBiden No. Because Trump and the White House are still lying and covering up we now know he's had the… https://t.co/dtYwQNpgMD
HCmore2,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
peters4506,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
gapeech10,"@gnuseibeh @realDonaldTrump @JoeBiden Oh, so, now we want to recognize that Biden is a gentleman and want him to sa… https://t.co/ns1tdBLXkV"
ghenoic,@gnuseibeh @realDonaldTrump @JoeBiden That is illegal. Do you actually understand the Constitution?
project_pat6,@CupEmpty @SWFLDeplorable @JoeBiden Ask yourself where I said I support Biden
_air_in,RT @SisJayCee: Where are the ads and the tweets condemning Trump and his administration reckless behavior? @JoeBiden @TheDemocrats   They n…
Iwontbackdwn,"@JoeBiden Why did Cuomo, Tom Hanks, 18 members of Congress who wore masks get Covid? Face it Joe if you are around… https://t.co/Sfo2nENK5p"
macii23,"@thehill Why didn’t Wallace question @JoeBiden during the debate, when Biden specifically smeared @realDonaldTrump?… https://t.co/2nxvHgEBMC"
FruitNostalgic,@JoeBiden Thank you joe
brandy94364563,@JoeBiden  please put your campaign ads back up!  You are falling into tRUMPS SNARE!  The illness doesn't change WHO he is!!!!!
Glorealestate,@JoeBiden I pray every night for your victory Joe Biden! 🙏🏻
comicalwagner,@JoeBiden People (some) are cool. Nations are the worst.
ChristiniYogini,@JoeBiden no more Mr Nice Guy https://t.co/go1Tbfzas2
ScottGeiger66,@JoeBiden Agreed.  Put your ads back up. https://t.co/aJ42CsAz1H
Teddilyn56,@JoeBiden Thank you @JoeBiden - I believe in you.
pdiener70,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
LloydDempsey1,@BrentScher @DonaldJTrumpJr @JoeBiden Just another lie by Joe Biden. He can't help himself.
FleshFeaster1,"@chrismshea77 @Deniselace249 @davidmweissman @realDonaldTrump @JoeBiden @HillaryClinton Sounds like Trump, he would… https://t.co/OcjRFkCY7v"
KevinCh69723666,"""There was no quid pro quo with Ukraine to get dirt on Biden"" --Trump then   ""Theres a lot of dirt coming out about… https://t.co/lza1snMDi0"
CarrieMacintos1,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
beinsharon2,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Susan__H,RT @ChidiNwatu: @kaitlancollins And he didn't tell @JoeBiden. How is this not Criminal?
KD68505304,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
2LipsinHolland,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
trumpforprison7,"RT @trumpforprison7: @JoeBiden @feelsyoung Please, if at all possible, stay away from the Trump family and the rest of the GOP. We need you…"
geeztreas,RT @malcolmkenyatta: In one month we will choose: Truth over Lies. Science over Fiction.  Unity over Division. Hope over Fear.  We’ll choos…
marsupialme,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
shopgirl479,Exactly! Do race care drivers take their foot off the pedal because their opponents car break down? Absolutely NOT!… https://t.co/HCRlpNDNhA
CapehartJ,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
LGBTQISnowflake,@JoeBiden he knew he had it.. still went around people. No need to hold back. We need you!! https://t.co/AbVO3rD6rb
caberlin62,"RT @DogginTrump: @JoeBiden Sir, he knew he had the virus &amp; willingly risked your life &amp; the lives of others. 24 infected that we know of no…"
LongMical,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
mitchiepoo46,RT @Cozy1614: @JackPosobiec @JoeBiden ‘s supporters are a reflection of who he really is!
FerinPierre,@ElieNYC Is it possible that the President knowingly exposing people to COVID-19 warrants criminal liability? (For… https://t.co/cbT8TZgWMn
easmejia,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
JaneERose20,@JoeBiden I will not come together and wish Trump well. I’m backing you 100%. But not on this Joe. He’s done this t… https://t.co/b8j2DxgeF8
carmelmanion,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
stylewylde,"Lawyers: If you are a @DNC candidate for Pres, and the GOP candidate lies about being infected with a deadly virus,… https://t.co/ZgLt3WKv9c"
btraedora,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
jez_1985,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
gofmkk,"RT @BrentScher: A lot of praise for @JoeBiden campaign for pulling negative ads, but scan of Facebook ad library shows it’s not really true…"
JohnTibbs65,RT @LissaLove123: @JoeBiden @JoeBiden =he’s racist a pedophile he wants to raise taxes take Social Security away taking your 1A &amp; 2A away o…
ihsangemok,RT @angrybIackgirI: he said “oomfs got corona but not me yall rest easy folks 🕺”
