user,text
world_drowned,@DrDenaGrayson Chris Wallace should be terminated and then legal action by the @JoeBiden and @dnc should be taken.… https://t.co/CN2E8KA0gq
icecreamonacone,@ProjectLincoln What WAS an Olive Branch now needs to become an OAK BAT!  If T and Melania knew they were BOTH posi… https://t.co/s0N2N3bpTr
MajesticResists,@gnuseibeh @realDonaldTrump @JoeBiden If Trump was a gentleman he wouldn’t lie about everything. He would condemn P… https://t.co/DGg4HgVxwu
Cheridr77,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
janevans911,"RT @fred_guttenberg: As much as I want to say they all deserve this as this is the result of irresponsible choices, the reality is some of…"
jlhybrid09,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
Eva_Shines_,"RT @gnuseibeh: If Biden was a gentleman, regardless of what the law says, he should offer to postpone the elections by a year. #TrumpCovid…"
RRISC01,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
famman93,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
auburn1159,@AWeissmann_ Hopefully YOU will be replacing him soon - and Team Trump can start scurrying to their dismal dark hid… https://t.co/pqPwQekN7U
Laverne18,@gnuseibeh @realDonaldTrump @JoeBiden This is hilarious!!! Too bad you’re not the constitution
quilt52,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
AsTheRain1,@John_Rossomando @GKJoe @rothfarms @ColleenEldrach1 @AaronBorgerdin1 @JZmirak @NateNormanBooks @JoeBiden… https://t.co/vqEozXF5X2
cleoworks1,"RT @RJC: ""Starting Thursday, the ads — one attacking @JoeBiden  and the other promoting @realDonaldTrump — will run in Miami-Dade, Broward…"
LiamKingman,"@MGMTino @BernardKerik @JoeBiden Yes, and I look forward to reviewing Trumps' as well."
EileenQuirke3,"RT @USArmyVet718: @JoeBiden Do NOT stop with your ads. Although honorable of you, the GOP WOULD NOT have the same mercy or decency as you.…"
JayDee44356323,"RT @BernardKerik: .@JoeBiden Said 6,114 Military Service Members Died From Covid. The Real Number Is 7. https://t.co/IsWnKPKXO8"
bingcrosbymusic,@VoteBluePA @JoeBiden what else can #DonaldTrump plead guilty to #HouseOfRepresentatives?… https://t.co/RMZiveyL9C
Marcvondem,RT @icecreamonacone: @MeidasTouch If T and Melania knew they were BOTH positive BEFORE arriving at the debate... Then that is CRIMINAL.  Th…
JaneMoss08,RT @SteveSchmidtSES: Compassion and decency do not require unilateral disarmament. @JoeBiden.  Press forward. Attack. Spend them into the g…
IntegralSolver,@JoeBiden @TheDemocrats @FlaDems My Bubby made this sign! Bubbies and Zades for Joe! https://t.co/UVgHx0KNNr
Steven_R_Stice,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
erpilarbis,RT @TheDemCoalition: Let's keep the momentum going after @JoeBiden's big debate win.   Join our campaign to elect the #BidenHarris ticket h…
katcando87,"RT @BrentScher: A lot of praise for @JoeBiden campaign for pulling negative ads, but scan of Facebook ad library shows it’s not really true…"
hanes_l,What about @JoeBiden simply put TRUTHFUL ads up. Those are already all negative as is. All the supporters like… https://t.co/4Bso86Eoyw
steven_mensh,@JoeBiden @BarackObama @KamalaHarris @michaelb4jordan #XiJinping money baby https://t.co/oPtTVaLU31
jjinmi,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
jenp419,"RT @9NEWSNANCY: *** AUDIENCE😳DISBELIEF***  “If you elect me, your taxes are gonna be raised, not cut.”@JoeBiden https://t.co/BlIY361lQ5"
realDannoBee,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
EdKociela,"@realDonaldTrump was diagnosed 72 hours ago, which means he had it during debate. @JoeBiden and @KamalaHarris shoul… https://t.co/H9j3cTMraG"
TheFatLlama20,@healthcarepunk @MarieKa04289163 @RBReich @JoeBiden @SpeakerPelosi Considering Trump’s made millions by forcing the… https://t.co/eBK9wpAMx6
RobertaFrannie,RT @Mary_theRealest: @JoeBiden No Thank You. We already have the #BestPresidentEver45
CoyContrarian,Then stop bombing the shit out of the rest of the world for corporate profits! https://t.co/lsapueh2ps
jrago1954,@JoeBiden You pray to Satan. No thanks. Meanwhile no Democrats have it. Smells Very fishy.
biten_joe,"@SmartASS___ @SaltyVet82 @LaddyNYR @MatthewJshow @JoeBiden Joe Biden has BIG ties to China.China sent virus abroad,… https://t.co/3SrA5LNEJK"
FredFriendly7,Is trump stopping his campaign?  No. Why should @JoeBiden ? @GOP https://t.co/FBnPGWCspi
SummerMint0621,"RT @Marmel: Okay, @JoeBiden. You tried to be decent. You still are. But they're gonna kill more people at another super spreader event. You…"
Lainee20001,"RT @kenolin1: Let’s spend a moment wishing the President and First Lady well.  — — — — — — — — —- — —- — Ok.  Now, let’s get back to work e…"
catischbin,"RT @larry5hands: @JoeBiden Yes, and we need you and Kamala in the White House on January 20, 2021. Elect @JoeBiden/@SenKamalaHarris to the…"
CarsonBarbour1,"We share almost 0 common goals, so prolly not https://t.co/AncRqKS0Fr"
mistririter,@MWoody21454002 @HKrassenstein @JoeBiden Consider the source. She’s part of the sleaze ball Krassenstein clan doing… https://t.co/CAnSpzvyY8
hill55willie,@JoeBiden Hey Joe I worked for you and Barack in 2008 and was proud to do so! Wanna make me and a few million other… https://t.co/ASV7tgasof
dezhentz,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
crsmiami,@TX_WalkerRanger @JoeBiden Good.
N3NAMALA69,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
AngelaUhl2,RT @TheDemCoalition: Let's keep the momentum going after @JoeBiden's big debate win.   Join our campaign to elect the #BidenHarris ticket h…
Twilight682,@Helenhs @JoeBiden 😂😂😂😂  Wow @Helenhs you picked some winners there . . .  If those are your idols you may want to… https://t.co/07QtJYnlEz
WWIIpgd,@mmpadellan 45 put so many at risk. He also screamed and spread his vapors facing @JoeBiden for 90 minutes! I pray… https://t.co/059KkIrw3L
TroyMil47222112,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
marie_maroun,@the_far_country @JoeBiden YUP. His campaign along and himself are doing a disservice to EVERYONE. Idiots.
IRogueRunnerI,@ChrisRaab3 @JoeBiden @redsteeze Ohhhh because he was wearing a big Ol mask.
ElSympathico,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Nelliellama,RT @RichardGrenell: Reminder: @JoeBiden is running TV commercials saying he will mandate masks in January 2021 if elected.
mwhite2478,"RT @pigriffs: Let me get this straight, the party that’s in the process of stealing another SCOTUS seat wants @JoeBiden to pause his campai…"
thevang45856633,@VakarianWrex @_Burprostich_ @dino0726 @JoeBiden They just use it to scare others with differ opinions.
mayeesq,"RT @realFFK: First he will beat Corona, then he will spank Biden. Mark it!   @realDonaldTrump @JoeBiden"
jpottmann,"@gnuseibeh @realDonaldTrump @JoeBiden Right, bc donald would be all over that."
lachispa123,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
juradolori,"Why would you not vote for a president who brokered a Middle East Peace Deal, lowest unemployment rate, strengthene… https://t.co/VlmF9bWAC9"
latenig89476392,@lizardbe @Luna_Hawk37 @ArlingtonMADems @JesseLehrich @JoeBiden @DrBiden We can vote him out. We will.
MediaKearney,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
RealTBK54,"RT @RealJamesWoods: #JoeBiden is the only presidential candidate in history to wage a campaign in absentia. Between his basement, his “lid,…"
tlreynolds,@JoeBiden Please tell me you are getting tested every 2 hours. I’m sending you good energy and hope he didn’t bring the virus to the debate.
Swimthetide1,@RachelBitecofer @JoeBiden Wait until we learn he knew he was positive before the debate...😳
ILND1,"RT @DocWashburn: So Twitter has made me ""prove you're not a robot"" several days in a row now. Are they harassing any other conservatives as…"
sworleyBOS,@meenaharris @musicismymstres @JoeBiden @KamalaHarris Amen!
arareseme,@Moto179 @DeplorableP_Noy @my_mofongo @wdunlap @JoeBiden Bye colonizer 👋🏾 have fun at your 3rd civil war. What a jo… https://t.co/koPbJTlkAH
Texas_talon,@JEJELOLO6 @NRA @realDonaldTrump @JoeBiden Your math is a little off because you're about 1.7 million people off th… https://t.co/9jgISCLXSC
nolfclvr,"@DaD_Tactics @JoeBiden Is that better or worse than being a racist, sexist, riot inciting bigot?"
PatHernandez43,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
dusty_cox,RT @JoeBiden: We have to come together. https://t.co/P8SkE6vkX1
Ckral13,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
joncody98,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
0CT0BERSURPRISE,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
ninamags10,"RT @JustSchmeltzer: If I am @JoeBiden, I am using this moment, when people are nervously watching the news a lot, to buy 30 mins on network…"
RayMACKAY8,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
Cody77431706,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
ElaineS59674261,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
StanleyofTroy,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
ESMERALDAPANAT1,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
adventuregirl,"@tinka_nichols @mmpadellan @JoeBiden Yep. You can’t do this to a sitting president, but you can once one is out of office."
RockStreetTV,"@JoeBiden Dear VP Biden, you need to be aware of this revelation from Chris Wallace: Trump WAS NOT given a covid te… https://t.co/Hczmjpvcz7"
Mara97320832,@greta @JoeBiden Not true hearing negative adds still running in NY and FL
hangingby,RT @TonyAtamanuik: You should resume attack ads @JoeBiden ! He’s apparently all better. So fuck him.
BigBoneBaby_24,"RT @DocWashburn: So Twitter has made me ""prove you're not a robot"" several days in a row now. Are they harassing any other conservatives as…"
badtheegg,@Swanky12020 @maujbra68 @MatthewJshow @JoeBiden where did she mention survival rate? shes talking ab transfer Lmao
5Xenophon5,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
talkwhatuknow,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
Peterson99La,RT @__Arthur_Dent__: @ProjectLincoln @JoeBiden you are cleared for entry sir. Release the kraken.
RuthieRedSox,RT @Pismo_B: Meanwhile in @JoeBiden’ s Delaware....  #CreepyJoeBiden   https://t.co/AHXoQ4wjh2
obx_on,RT @GrrrGraphics: Oh look - we finally spotted a #JoeBiden boat parade! https://t.co/qwiGG35aPP
youlivethrice,RT @sdv92: @ScotLithVAian @PasReport @JoeBiden @realDonaldTrump Biden was clearer than I have seen him in recent weeks but Trump won on iss…
hair_furher,@JoeBiden Put your negative ads back up and put your foot on the gas.
kaufsky32,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
hugobeats_,@BCeagleforlife @cvazquez32 @z06psi @rust_1v1me @JoeBiden also abolishing the electoral college and packing the cou… https://t.co/ehHYlacyHk
Genoveseclan73,@mmpadellan @womensrrhumanr @JoeBiden Seems a little suspicious.... https://t.co/AEPNp1RJhF
BoltonJoanna,"I’m afraid we now know why Trump yelled as much as he could in @JoeBiden’s direction throughout the debate, in a co… https://t.co/zkb9q61hbQ"
Dave42828623,RT @B52Malmet: Biden’s campaign pulled its negative ads. Trump’s did not. Biden is human. Trump is not. Put back your ads @JoeBiden - you s…
PlayDontObserve,@nikkifortrumpp @CmonMan187 @tonecop45 @Belbeltellez @EvanAKilgore @JoeBiden You really need an education. I was 13… https://t.co/k2avLbw8t3
SubversiveMD,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
CatSkoor,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
ELUDINI3,@DianeFelix20 @MTBergeron1 @tablegrapes @juliahomewolf @chrislhayes @JoeBiden It’s crazy but I know it worth it !!… https://t.co/yTb9eIsgxy
ShelKel2,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
promotechnge,@SteveSchmidtSES @JoeBiden Couldn’t agree more!
dannoman2002,@jebodean2 @JoeBiden (Not just* the US from the previous message) ... taking their toll on the planet. When we do t… https://t.co/MvDjgm0ttd
Dusty_R17,"RT @WatrDi: 🔥🔥🔥🔥Breitbart Spirit Lives🔥🔥🔥🔥  2016 Dem vs Rep  2020 Antifa, BLM, Soros, Deep State, Coup, DC+ PR US States, Packed SCOTUS, Ci…"
zachCtale12,@BrentScher @JoeBiden Fake News- Not true
CristKellie,@top10cockclips @jinanddtonicc @LegendSwagginz @Alecplaystead @unleashthetea @JoeBiden I love your sarcasm!
Lorrain20540412,RT @amyklobuchar: The American people want a leader who will bring competence and compassion back to the White House. Last night @JoeBiden…
SDDNP,@Kelleyrose20 @CandP_Danger @McKinnonPhD @vagabondvicki @MMavrides111111 @JoeBiden @cujobassplayer @MikeJMiller1959… https://t.co/cHaU2wCUPa
ScottGeiger66,"@JoeBiden PLEASE, Mr. Biden, put your campaign ads back up."
1947Granny,"RT @orgfarmer: @AdamParkhomenko I am not going to feel good about the Bidens testing negative until Tuesday at least.  Please stay safe, @J…"
ATLnewsgirl,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
taracadenelli,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
LauraMcAfee1,RT @__Arthur_Dent__: @ProjectLincoln @JoeBiden you are cleared for entry sir. Release the kraken.
chan_leeze,@sanchiengineer @BHRCSD @JoeBiden You have proof of that? Suggest you take the time to get informed. Knowledge is Power.
PortaSong,"RT @TheKarlWLewis: So... I have an idea.  Let's all vote for @JoeBiden, and be done with this mendacious shite from the current maladminist…"
JoMaz_,@gnuseibeh @realDonaldTrump @JoeBiden GTFOH https://t.co/h8f2Rz1xQr
jeanb2010,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
VusViews,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
steinarcarlsen,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
joakie22,RT @arden_messing: These despicable so called doctors never had the decency to tell @JoeBiden and his family that @realDonaldTrump was posi…
TheHinduPhantom,RT @RichardGrenell: . @JoeBiden says he will rejoin the Paris Climate Accord.   This is a total disaster for Americans.   Manufacturing job…
crunchygoodness,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
DaMoonChild29,@meenaharris @JoeBiden @KamalaHarris This is why everybody thought he was lying at first. He lies about EVERYTHING!! It's exhausting...
karlmart,"@JimCarrey @JoeBiden @AlecBaldwin @MayaRudolph @chrisrock Oh can hardly wait to watch this SNL show again!! On NBC,… https://t.co/GwCML4kYaM"
FrancesAReed,RT @JoeBiden: We have to come together. https://t.co/P8SkE6vkX1
Shannon_Ahern,RT @icecreamonacone: @MeidasTouch If T and Melania knew they were BOTH positive BEFORE arriving at the debate... Then that is CRIMINAL.  Th…
youlivethrice,RT @ScotLithVAian: 🎙️In this wks @pasreport: Prof. G focuses on who won at the 1st #PresidentialDebate. Did @JoeBiden put together a cohere…
LarryCapilla,@gnuseibeh @realDonaldTrump @JoeBiden BULLSHIT
robertabriffa,RT @davidakaye: here's @JoeBiden statement on the anniversary of #JamalKhashoggi's murder by #SaudiArabia https://t.co/tMBhUWEJam
KimMath92007836,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
RedDragonWing,"RT @Vets4Biden: ""I Fought for the Right to Vote.""  Veterans for @JoeBiden, #VoteBidenHarris2020.  For more information on how to vote visit…"
ad_LYtt,@JoeBiden Please put your negative ads back up. This is outrageous. Trump was diagnosed with Covid 72 hours ago!  He deserves no courtesy.
RhRhoma15,"RT @BrittanyArp: There are yard signs, and then there are HOUSE signs🔥💪🏻  Lawrence County is showing up and showing out for @JoeBiden https…"
ellie2211,"@JoeBiden Actually, you’re running as a Socialist/Communist. The Democrat party is dead. Pelosi and Podesta allowed… https://t.co/D8VlgYE5CO"
brandy94364563,@JoeBiden Put your ads back up. You're doing exactly what tRUMP WANTS!!!!
gatormom91,@gnuseibeh @realDonaldTrump @JoeBiden Sure! Let’s give him another year! Stupid tweet! https://t.co/3AHrLSw5E7
AmyVital5,@jrgaillot @JoeBiden I prefer to keep it positive yet tRump’s campaign sent out more negative propaganda either way 🤦🏼‍♀️ #DumpTrump2020
kcfla1,@DeniseFritz1 @JoeBiden Spoken like a true socialist.   Guess what the adults are informed and doing the right thin… https://t.co/QdDsMsAY2Z
DominaPia,RT @LSD122070: Vote below and tell @JoeBiden if you agree with @SteveSchmidtSES that he should or shouldn’t #RollTheAdsNOW against trump!…
Mac85482102,@JoeBiden You will never ever again be in the White House!
pasofino1919,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
schleeby,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
KamBee11,@georgelittledc @DanielBShapiro @JoeBiden Not having participated in debate would have been a sign of weakness. Did… https://t.co/xucXgiRh2r
AnybuddyUSA,@SeldenGADawgs @SherriW50275082 @JoeBiden You deserve your covidiot Governor. Enjoy the plague with your closest fr… https://t.co/mSAIevOReD
Susan__H,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
bitmaelstrom,RT @EpochTimes: “This is false. And I hope the news media call out Mr. Biden for this lie.”  Sen. @ChuckGrassley rebutted #JoeBiden’s claim…
lalacharley48,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
mikealbeland,@jrgaillot @JoeBiden No. What an idiot.
CTRyther,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
therealantonL,RT @icecreamonacone: @MeidasTouch If T and Melania knew they were BOTH positive BEFORE arriving at the debate... Then that is CRIMINAL.  Th…
Beefychops1,@DrEricDing So explains why they didn’t test at the Cleveland Clinic at Tuesday’s debate. He was positive.… https://t.co/S9lvTK3vYU
_Spike27_,RT @pezluvhappyness: And this is why @JoeBiden should #LetTheAdsRun  #ONEV1  #FightBack
cherrieadore,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
WesleyS97909033,@matthewjdowd @JoChiaradia @JoeBiden needs to keep all guns blazing. Neg ads need to go back up.
ThomasP37001423,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
girolamo5151,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
ReneeStephen,@Annemarie_jb @CaracalJ @AppleChilli @MorganRadford @JeremyKonyndyk @KingJames @ava @jemelehill @uninterrupted… https://t.co/zznffp390z
miamiabel,"just filled in my votes for @JoeBiden, @votedaniella and the rest of my ballot!!! extremely satisfying"
tikkikki,RT @alexeffbrown: I implore you @JoeBiden please put your negative ads back up. Trump deserves nothing nice from you. He intentionally and…
saphiregoon,@Rosaesque @terrigirl2 @HKrassenstein @JoeBiden How about actual sources and not bullsh*t propaganda https://t.co/D4w70guH2z
CryptoKChicago,"@Benaskren It’s all deflection from his taxes and handling of covid19, all Hollywood kind show, he knows how to use… https://t.co/vcNBDTkzef"
OceanGirlProjct,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
ceeemarsXIII,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
tgypsyfeet,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
eyeswid63656359,RT @christiancooper: I don’t see how Americans continue to view this government as legitimate and this is the grave question now.  The @POT…
marcoyflaca,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
PrinceStylez,"RT @waltshaub: @gnuseibeh @realDonaldTrump @JoeBiden I'm here for the ratio. This is the stupidest tweet of 2020, and there has been a grea…"
medusasmeow,"@secularcitizen2 @bernieshq @JoeBiden Yes, we need M4A, but your lead question is a Trump supporter’s dream."
billie_que,@JoeBiden Nope.  You would get the same treatment you ALL gave our President Trump.
NatasaM79,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
braska_n,@JoeBiden It also keeps others from suffering from my coffee breath.
CoatsKruella,RT @ribkaw: @KatLo2026 @jaketapper Thank you.  @JoeBiden should never have pulled the ads. Never let your guard down when you’re dealing w/…
jeffrho,"RT @9NEWSNANCY: *** AUDIENCE😳DISBELIEF***  “If you elect me, your taxes are gonna be raised, not cut.”@JoeBiden https://t.co/BlIY361lQ5"
Gervonte1,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
DummieyBlondiey,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
stawgna,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
BusyChasingNick,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
JaniceVotesBlue,@chrislhayes Gloves off! This needs to be in Biden’s ads. @JoeBiden
AvantsRichard,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
MumBot2000,RT @RachelBitecofer: Looking at the stage @JoeBiden is definitely at risk. And finding out the debate allowed the Trump campaign to skip te…
tony_vincelli,@andimriggs @JoeBiden And you think your Orange 🍊 Clown 🤡 actually prays?
patllala,"@EmHockeydoc65 @__Arthur_Dent__ @JoeBiden Well, he sorta, almost, closed the China border as the viral infection ca… https://t.co/nA1HWNJSQQ"
KatarinaAnita1,RT @SteveSchmidtSES: Compassion and decency do not require unilateral disarmament. @JoeBiden.  Press forward. Attack. Spend them into the g…
SusanMahoney16,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Roblofski,@JoeBiden Does that include white supremacists?  They're Americans too.
JoAnnLChateau,"@mat_johnson @HumanistReport In this case, I think the well-wishing largesse clearly signals that Trump is the unde… https://t.co/RuziEfh5uE"
joyofsuing,RT @ossoff: NEWS: Two polls were just released with me leading Sen. David Perdue and @JoeBiden leading Donald Trump in Georgia.  GEORGIA IS…
THX11398,@JoeBiden You did this.... https://t.co/jyGWjMOXRr
TorgersonAnn,RT @icecreamonacone: @MeidasTouch @JoeBiden @DrBiden FOCUS PEOPLE:  T:  $750 Tax Owes Millions Has Covid: T Melania KellyAnn Hope Ronna Bil…
Hickenbaugh,"RT @BarackObama: I talked to @davidplouffe about these attempts to undermine the election, what’s at stake right now, and why we have to do…"
mal1976retaf,@JoeBiden @KamalaHarris @BarackObama @michaelb4jordan More Central American caravans with 1000's were stopped by Gu… https://t.co/y6mcTmcnCn
PolyPatriot,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
rsc40oz,@FuctupMike @johnrobertsFox  have you answered the blm and antifa questions yet?  please check with @SpeakerPelosi… https://t.co/GgBWSkWH9P
GSparklewitz,"@BHRCSD @jeff_dubuque @JoeBiden So you advocate no health care, enriching the 1%,  dirty air and water, making us p… https://t.co/cccXQQ0CSN"
liberty4allppl,"RT @DogginTrump: @JoeBiden Sir, he knew he had the virus &amp; willingly risked your life &amp; the lives of others. 24 infected that we know of no…"
donttakeourvote,@jrgaillot @JoeBiden No. He should double down on his health care and Covid message
scroughy,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
mnlally,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
RustyMowery,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
Eva_Shines_,@gnuseibeh @realDonaldTrump @JoeBiden He could’ve just worn the effin mask! Holy hell  are you taking crazy pills?… https://t.co/wcUbyOf5LS
DeshbhaktHoney,"Biden uses Arabic phrase ""Inshallah"" to mock Trump over his tax returns during debate https://t.co/9nlLZJ0sEA via… https://t.co/qP0iHCBWCM"
oakaged22,RT @MrWednesday11: @seanhannity You 100 or so donors that were potentially expose to a lethal virus I would get tested and rethink your pol…
Twistedmirror3,@FedUpWithTheLot @BenMarleor @JoeBiden Because I don't like the murder of babies.  Who does?
maidment_sandra,RT @MrWick2u: Here is @JoeBiden yucking it up with White Supremacist Robert Byrd. Will .@johnrobertsFox ask @JoeBiden to clarify his stance…
ShirleyRitenour,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
JoanneVazzano,RT @loudproudTexan: .@KamalaHarris Shud b TOLD BY LEFT to remove herself from t ballot! An apology doesn't remove t lifetime trauma an 8yr…
fuckfluster,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
ShannonRyan2389,"@JoeBiden @JoeBiden, there are millions of men, women, and children in this country with invisible disabilities tha… https://t.co/Ur8gJSV5R9"
CareerPlanPro,RT @Pismo_B: Meanwhile in @JoeBiden’ s Delaware....  #CreepyJoeBiden   https://t.co/AHXoQ4wjh2
KookaburraAU,"RT @RealJamesWoods: #JoeBiden is the only presidential candidate in history to wage a campaign in absentia. Between his basement, his “lid,…"
HumanitarianGal,RT @__Arthur_Dent__: @ProjectLincoln @JoeBiden you are cleared for entry sir. Release the kraken.
MignonetteBooks,"@jrgaillot @JoeBiden The ads are truthful, so no. @JoeBiden should push harder there’s not that much time left."
bibergockel,RT @JoeBiden: We have to come together. https://t.co/P8SkE6vkX1
rocketmann55,"RT @mayaharris_: An important thing to remember about @JoeBiden and @KamalaHarris when it comes to COVID-19: They believe in safety, transp…"
